Category,Name,Price,Description,Base Calories,Max Calories
Burgers,Jumbo Jack® Cheeseburger,6.49,"100% beef seasoned as it grills, 2 slices of melty American cheese, lettuce, tomato, pickle, onions, ketchup & mayo on a buttery bakery bun. ",600,
Burgers,Jumbo Jack®,5.99,"100% beef seasoned as it grills, lettuce, tomato, pickles, onions, ketchup & mayo on a buttery bakery bun. *Jumbo isn't one of those ironic nicknames.",520,
Burgers,Jr. Jumbo Jack® Cheeseburger,3.39,"100% beef seasoned as it grills, topped with American cheese, tomato, pickle, lettuce, onions, ketchup & mayo. Anywhere else this Jr. Jack would be senior.",440,
Chicken ,18pc Classic Crispy Boneless Wings,16.99,18 of our classic Crispy Boneless Wings served with Jack's Famous Buttermilk Ranch dipping sauce.,990,
Chicken ,12pc Smoke Show Smoky BBQ Crispy Boneless Wings,11.99,12pc 100% all-white meat Crispy Boneless Wings tossed in Smoke Show Smoky BBQ sauce. A smoky sweet BBQ serenade for your tastebuds that you won't forget.,1020,
Chicken ,12pc Classic Crispy Boneless Wings,11.99,"Classic? Yes. Plain? How dare you. These12 Classic, 100% all-white meat Crispy Boneless Wings bring the flavor, not the boring.? ",670,
Chicken ,6pc Smoke Show Smoky BBQ Crispy Boneless Wings,6.99,6pc 100% all-white meat Crispy Boneless Wings tossed in Smoke Show Smoky BBQ sauce. A smoky sweet BBQ serenade for your tastebuds that you won't forget.,480,
Chicken ,6pc Classic Crispy Boneless Wings,6.99,"Classic? Yes. Plain? How dare you. These six Classic, 100% all-white meat Crispy Boneless Wings bring the flavor, not the boring.?? ",350,
Chicken ,Jack's Spicy Chicken® w/ Cheese,8.29,"100% all white meat spicy crispy chicken fillet with melty Swiss style cheese, tomato, lettuce & mayo on a toasted buttery bakery bun. Yes, please.",620,
Chicken ,Jack's Spicy Chicken® ,7.99,"100% all white meat spicy crispy chicken fillet with tomato, lettuce & mayo on a toasted buttery bakery bun. It's silly how delicious this is. Really. ",550,
Chicken ,Grilled Chicken Sandwich ,8.29,"A grilled chicken fillet with lettuce, tomatoes & Good Good Sauce all on toasted sourdough bread. It won't last long in your hands.  ",500,
Chicken ,5pc Crispy Chicken Strips,9.89,Our 100% all-white meat crispy chicken strips are bigger and better than ever. It's what your stomach would order if it could talk.,650,
Chicken ,3pc Crispy Chicken Strips,7.89,Our 100% all-white meat crispy chicken strips are bigger and better than ever. It's what your stomach would order if it could talk.,400,
Chicken ,8pc Chicken Nuggets,5.19,"Some days call for strips, others for a sandwich, and others for warm, tender chicken nuggets like these. In other words: we got you. ",,
Chicken ,Chicken Teriyaki Bowl,8.39,"Grilled chicken strips with veggies, white rice & sweet and savory teriyaki sauce. It's like your mouth just won a championship.",720,
Chicken ,Chicken Teriyaki Bowl w/ Brown Rice,8.39,"Grilled chicken strips with veggies, brown rice & sweet and savory teriyaki sauce. It's like your mouth just won a championship.",600,
All Day Breakfast,6PC Banana French Toast Sticks,6.49,"Six pieces of French Toast Sticks, now banana flavored. Crispy on the outside & fluffy on the inside, served w/ chocolate syrup to make you go bananas.",640,
All Day Breakfast,3PC Banana French Toast Sticks,3.49,"Three pieces of French Toast Sticks, now banana flavored. Crispy on the outside & fluffy on the inside, served w/ chocolate syrup to make you go bananas.",330,
All Day Breakfast,3PC Banana French Toast Sticks Platter w/ Bacon & Sausage,7.59,"Scrambled eggs, a hash brown, hickory-smoked bacon, sausage, plus three banana flavored French Toast Sticks w/ chocolate syrup. Served all day, every day!",890,
All Day Breakfast,3PC Banana French Toast Sticks Platter w/ Bacon,7.19,"Scrambled eggs, a crispy hash brown, hickory-smoked bacon, plus three banana flavored French Toast Sticks with chocolate syrup. Served all day, every day!",720,
All Day Breakfast,3PC Banana French Toast Sticks Platter w/ Sausage,7.19,"Scrambled eggs, a hash brown, sausage, plus three banana flavored French Toast Sticks w/ chocolate syrup for dipping. Served all day, every day!",800,
All Day Breakfast,6PC Classic French Toast Sticks,6.49,"When 3 French Toast Sticks just aren't enough, get 6 French Toast Sticks to add to your breakfast, lunch, dinner, and even late night meals.",480,
All Day Breakfast,3PC French Toast Sticks Platter w/ Bacon,7.19,"Get scrambled eggs, a hash brown, hickory-smoked bacon, plus three French Toast Sticks, and syrup. Served all day, every day!",640,
All Day Breakfast,3PC French Toast Sticks Platter w/ Sausage,7.19,"Get scrambled eggs, a hash brown, sausage, plus three French Toast Sticks, and syrup. Served all day, every day!",720,
All Day Breakfast,Supreme Croissant,6.19,"A warm buttery croissant stacked with a freshly cracked egg, grilled ham, hickory smoked bacon and melty cheese. Now you know why it's called supreme.",370,
All Day Breakfast,Sausage Croissant,5.99,"Why get 1 when you can get 2? Our warm buttery croissants with melty American cheese, grilled sausage & a freshly cracked egg are available all day.",560,
All Day Breakfast,Supreme Sourdough Breakfast Sandwich,6.49,"A freshly cracked egg, hickory smoked bacon, grilled ham & melty American cheese on toasted sourdough bread. And you can get it all day. Like, ALL day.",,
All Day Breakfast,Loaded Breakfast Sandwich,6.99,"Freshly cracked eggs, hickory smoked bacon, grilled ham, grilled sausage & melty American cheese on toasted sourdough bread. Boom, loaded.",710,
All Day Breakfast,Extreme Sausage® Sandwich,6.39,"2x the grilled sausage, 2x the melty American cheese & a freshly cracked egg on a toasted buttery bakery bun. Your stomach owes you one for this.",650,
All Day Breakfast,Ultimate Breakfast Sandwich,6.79,"2 freshly cracked eggs, 2 slices of melty American cheese, 2 slices of ham, 2 slices of bacon on a warm bakery bun. Because 2 is ultimately better than 1.",520,
All Day Breakfast,Breakfast Jack®,3.49,"Grilled ham, a freshly cracked egg & melty American cheese all on a toasted buttery bakery bun. A masterpiece, if we do say so ourselves.",350,
All Day Breakfast,Bacon Breakfast Jack®,3.89,"Hickory smoked bacon, a freshly cracked egg & melty American cheese on a toasted buttery bakery bun. A masterpiece, if we do say so ourselves.",380,
All Day Breakfast,Sausage Breakfast Jack® ,3.89,"Grilled sausage, a freshly cracked egg & melty American cheese on a toasted buttery bakery bun. Pretty much the definition of starting the day right.",500,
All Day Breakfast,Hash Brown,2.99,"No breakfast is complete without golden brown, perfectly crisp, amazingly delicious hashbrowns. Remember the hashbrowns. Always.",190,
Lighter Options,Garden Salad w/ Grilled Chicken Combo,NaN,"Mixed greens topped with grilled chicken strips, grape tomatoes, shredded carrots, shredded cheddar, croutons & Jack’s Famous Buttermilk Ranch dressing + fries & a drink.",,
Lighter Options,Garden Salad w/ Crispy Chicken Combo,NaN,"Mixed greens topped with crispy chicken strips, grape tomatoes, shredded carrots, shredded cheddar, croutons & Jack’s Famous Buttermilk Ranch dressing + fries & a drink.",,
Lighter Options,Southwest Salad w/ Grilled Chicken Combo,NaN,"Mixed greens topped with grilled chicken strips, grape tomatoes, shredded carrots, shredded cheddar, crunchy tortilla strips & Southwest dressing + fries & a drink.",,
Lighter Options,Southwest Salad w/ Crispy Chicken Combo,NaN,"Mixed greens topped with crispy chicken strips, grape tomatoes, shredded carrots, shredded cheddar, crunchy tortilla strips & Southwest dressing + fries & a drink.",,
Kids,3pc Banana French Toast Sticks Combo ,2.3,"Three pieces of French Toast Sticks, now banana flavored. Crispy on the outside & fluffy on the inside, served with chocolate syrup to make you go bananas.",,
Kids,3PC Banana French Toast Sticks,3.49,"Three pieces of French Toast Sticks, now banana flavored. Crispy on the outside & fluffy on the inside, served w/ chocolate syrup to make you go bananas.",330,
Kids,4pc Chicken Nuggets Combo,3.3,"Warm, tender chicken nuggets, with hot & salty fries and a drink. Order this combo. It's 100% the right move. ",,
Kids,4pc Chicken Nuggets,2.99,"Some days call for strips, others for a sandwich, and others for warm, tender chicken nuggets like these. In other words: we got you. ",,
Kids,Jr. Cheeseburger Combo,3.5,"100% beef seasoned as it grills with melty American cheese, one pickle, ketchup & mustard on a toasted buttery bakery bun. With fries and a drink.",425,710
Kids,Jr. Cheeseburger,2.99,"100% beef seasoned as it grills with melty American cheese, one pickle, ketchup & mustard on a toasted buttery bakery bun. Try and resist. We dare you.",380,
Kids,Hamburger Combo,3.2,"100% beef seasoned as it grills with one pickle, ketchup & mustard on a toasted buttery bakery bun. With fries and a drink. Try and resist, kids. ",385,670
Kids,Hamburger,2.79,"100% beef seasoned as it grills with one pickle, ketchup & mustard on a toasted buttery bakery bun. Try and resist, kids. We dare you.",340,
Kids,Sourdough Grilled Cheese Combo,3.0,"Melty American cheese on toasted sourdough bread, plus hot & salty fries & a drink. So simple, yet delicious, what more could you ask for?",400,1180
Kids,Sourdough Grilled Cheese,2.49,"Melty American cheese on toasted sourdough bread. So simple, yet delicious, what more could you ask for?",370,
Utensils,Knife,0.0,,,
Utensils,Fork,0.0,,,
Utensils,Straw,0.0,,,
Utensils,Stirrer,0.0,,,
Sauces,Taco Sauce Packet,0.0,,,
Sauces,Ketchup Packet,0.0,,,
Sauces,Mustard Packet,0.0,,,
Sauces,Real Mayo Packet,0.0,,,
Sauces,Strawberry Jelly Packet,0.0,,,
Sauces,Grape Jelly Packet,0.0,,,
Dip Cups,Bacony Buttermilk Ranch Dip Cup,0.0,,,
Dip Cups,Honey Garlic Ranch Sriracha Dip Cup,0.0,,,
Dip Cups,Buttermilk Ranch Dip Cup,0.0,,110,
Dip Cups,Honey Mustard Dip Cup,0.0,,60,
Dip Cups,BBQ Sauce Dip Cup,0.0,,40,
Dip Cups,Teriyaki Sauce Dip Cup,0.0,,50,
Dip Cups,Frank's Red Hot® Buffalo Dip Cup,0.0,,10,
Dip Cups,Creamy Avocado Lime Dip Cup,0.0,,110,
Dip Cups,Good Good Sauce Dip Cup,0.0,,110,
Dip Cups,Pancake Syrup Dip Cup ,0.0,,120,
